0,1,2,3,4,5,6,7,8,9,10
1686,385,1442,1312,148,1359,386,521,1855,1871,116
2281,2630,1970,167,1488,128,23,244,50,259,504
1433,206,450,1069,693,1380,3076,2713,1039,674,3241
1124,923,628,880,263,243,38,307,167,535,246
719,602,2046,861,1070,2041,153,2309,1525,1643,999
51,48,13,547,369,139,280,1149,204,147,129
1820,3625,3052,2722,261,2508,3331,3680,3124,3,1971
2445,533,2561,733,372,305,85,31,732,819,730
915,2816,1058,1332,480,79,501,2237,2674,460,36
369,422,469,1106,557,1528,504,417,238,453,110
855,404,1417,1363,613,1098,875,1200,184,806,2486
50,68,237,898,897,872,317,526,1283,1171,2018
151,97,38,132,1239,1468,1070,1476,1466,1847,1467
1396,2409,2363,1169,2176,3210,2548,2547,1206,244,51
608,2,1575,228,1592,613,1038,419,1686,1340,1680
1999,792,112,142,1304,713,1264,1906,1393,1275,1306
117,125,1371,202,93,2732,1453,1582,1561,1628,104
118,28,416,912,660,1036,1401,2842,395,1688,38
299,1233,518,1277,1306,1765,1275,2132,3378,1912,3132
1585,1476,999,2285,1789,2513,2046,138,2783,710,2320
719,204,2202,733,643,218,758,62,741,50,440
1046,1862,158,45,14,845,596,1248,1852,578,1769
246,127,315,67,336,1115,1466,177,631,5,743
113,211,733,62,528,64,646,277,189,990,737
655,40,21,531,1086,1523,16,207,33,338,1253
535,591,622,642,514,767,842,582,720,1531,531
430,125,605,79,1202,187,2172,1482,2174,1670,157
932,219,341,338,732,308,294,248,134,286,317
1585,1476,2324,32,1015,2058,1837,1007,2127,2498,952
1836,3040,2317,1267,2013,1057,501,287,237,929,300
352,1495,983,332,200,287,592,551,1391,1334,566
1253,51,128,149,686,315,184,350,20,176,2243
2214,720,1542,147,213,1789,138,45,85,1753,534
425,311,1387,923,500,880,43,243,2250,218,929
218,256,85,281,751,979,901,372,732,31,2438
411,168,2535,1308,2091,831,588,19,788,2662,1560
979,342,43,334,246,258,355,306,184,88,525
1244,1187,999,2009,341,1166,2704,342,2563,898,1670
1823,1417,1617,2869,1084,1341,1932,1082,2197,2276,3032
67,298,199,1618,1106,945,315,504,1488,1292,2719
560,364,1195,945,27,472,52,210,587,127,1466
615,92,64,115,56,1701,406,792,96,662,994
1005,44,720,26,514,424,606,955,1258,573,452
609,1631,1451,693,2697,61,1449,321,2213,470,330
1585,372,2062,287,377,187,825,541,526,237,697
683,738,160,1715,171,116,97,862,927,875,866
581,58,1419,521,1642,769,561,182,1585,138,2524
1682,672,2563,2628,1845,245,261,1489,3046,2508,2735
1109,2148,153,326,92,714,1228,904,861,115,147
1963,1453,1628,2524,662,669,2827,85,860,97,733
171,900,316,1256,396,343,788,329,89,686,729
16,1211,1145,635,864,305,919,2884,1957,3020,1691
933,508,942,1030,387,1159,881,807,870,263,305
305,733,901,31,263,1200,2036,60,988,360,2240
1025,573,2163,1401,1826,1685,954,1341,656,1103,171
187,636,754,628,617,1729,608,1531,535,184,743
1311,134,552,437,382,283,264,1396,873,120,1517
9,1115,105,39,1466,1200,529,629,38,184,372
873,908,932,69,454,501,1135,311,1366,445,50
237,118,929,685,266,2490,1139,743,988,85,999
1599,176,1848,707,1194,685,27,693,1366,1280,1636
96,209,743,132,662,217,994,714,43,2566,48
34,16,50,1605,743,428,308,1882,2165,116,315
4,580,7,96,1629,444,831,2091,499,1650,68
392,218,642,42,168,676,646,1264,755,108,198
525,170,1001,184,1154,2254,1535,2633,372,2826,1258
664,64,643,139,186,216,728,264,214,57,1041
726,15,143,861,1467,337,1001,662,1394,438,650
536,319,400,849,1381,808,91,1762,498,1333,1968
2049,1494,562,2305,1491,1278,1448,50,266,565,723
1069,603,1003,1114,1093,426,771,975,1996,1724,1425
1543,3421,168,283,593,165,438,1049,1897,766,2489
135,434,553,669,136,0,486,1539,2227,2041,426
1086,8,455,46,2200,935,2145,1062,49,1323,673
287,125,187,573,776,193,86,858,119,1341,2175
541,359,500,332,880,134,243,929,493,530,2320
445,243,263,898,897,305,2139,279,929,218,493
741,689,19,642,767,424,842,743,22,97,217
102,1001,733,635,3232,343,502,1145,710,2920,643
280,435,244,345,2764,2039,525,706,510,129,945
738,22,44,1111,664,237,1168,2387,2837,2385,1217
659,442,3324,1380,1969,511,2783,2830,943,2213,2767
608,203,831,517,1105,406,499,405,2036,23,2693
2842,1726,2124,1139,1642,1055,1385,2314,321,63,54
794,41,42,52,108,1649,1418,142,1634,1738,2075
1991,2320,3199,1568,2065,2941,135,2118,2116,2783,138
206,547,5,183,1308,315,1301,1120,537,13,369
2553,738,1839,197,196,1432,929,1358,1230,2384,3099
741,424,808,717,568,1316,1028,569,246,1014,1039
540,1605,244,5,1578,529,1542,88,48,23,134
2185,1801,1738,3043,1831,474,883,1368,58,1769,2014
897,1085,2168,2204,716,1831,1256,104,483,602,512
2108,1433,1566,1666,19,2580,2089,792,200,1310,1264
623,845,2553,1507,208,215,1578,2403,397,3429,3290
231,519,68,206,580,600,798,1069,237,1164,435
202,1899,2402,391,424,112,1038,423,2552,1363,729
669,766,246,434,629,617,50,51,67,259,244
1991,1868,883,743,1451,795,611,719,317,1200,506
559,2021,723,63,1195,2599,726,1564,1545,716,76
212,1573,2149,1321,710,1343,123,8,1185,1216,24
207,448,198,484,156,515,316,470,722,1264,819
678,200,676,1037,2425,1018,592,1393,864,558,1336
509,1256,283,371,376,483,464,557,581,1590,1528
971,748,38,1075,47,2064,837,173,517,1643,1105
305,85,751,263,2025,60,2036,732,869,2237,1145
1797,675,1406,2552,1266,283,414,402,2103,2141,881
733,93,516,522,356,2134,901,499,2778,2091,1244
2049,369,417,272,700,1503,547,1061,814,1260,1575
580,143,3,751,999,522,68,1916,3326,87,5
1812,2352,1912,2909,1073,2111,1175,2781,2409,2176,918
2118,470,4,435,273,219,308,425,500,134,218
415,2659,732,979,901,2619,452,819,305,2438,2561
2056,315,3311,470,1263,831,431,2534,2593,2285,174
1031,85,704,1528,49,435,538,383,337,525,697
690,2025,51,505,88,207,168,1319,2372,1034,138
104,175,829,3146,298,68,406,199,1477,327,163
0,1466,67,149,982,661,47,2030,96,1115,1228
415,1467,321,312,143,2148,1987,306,1529,520,693
892,3001,1254,3141,1927,43,2036,272,815,3428,1490
547,19,792,207,1185,642,999,519,406,40,50
1060,531,390,37,1093,650,1047,1553,35,1086,1737
2561,2057,2134,1145,2619,988,2158,869,3068,327,2816
35,2145,34,650,608,37,612,682,781,632,1323
925,871,1202,2754,583,137,160,556,647,266,788
15,33,714,483,555,209,665,44,124,611,743
51,560,266,719,321,244,797,153,1755,217,96
129,292,2560,2267,506,1302,460,1009,1734,469,2912
428,78,2030,547,1109,102,950,437,1495,76,985
1747,932,921,583,790,395,327,153,390,15,1216
215,208,664,44,2571,2091,831,517,532,2227,2135
85,184,1145,1200,60,3290,2847,2057,327,2160,1873
40,10,374,280,437,59,164,148,534,113,926
577,113,646,1737,586,1041,189,150,840,60,644
80,1264,701,1218,688,811,703,547,465,2144,396
1628,87,115,1070,1753,1585,1476,999,710,138,872
1451,1039,1662,1158,1283,321,128,957,204,1583,305
819,2591,901,444,134,171,1256,176,164,116,369
2232,1253,2806,1240,486,559,1465,128,51,246,348
503,745,319,512,137,903,146,1419,125,126,1202
200,1227,548,123,1098,781,815,1200,499,1150,1596
312,1405,1515,495,500,127,477,321,189,799,105
1726,574,943,907,935,2187,1044,1866,938,2020,927
60,2245,263,2025,806,869,2214,531,499,1263,1254
2418,1866,2510,1600,1415,3142,1601,1399,1125,1770,2054
1290,1269,2320,2939,664,1579,666,211,1306,1101,184
531,1525,3,3042,2490,1263,2006,2445,524,342,491
718,336,1240,2259,529,733,1973,982,1568,414,829
15,895,33,665,105,1256,1761,2003,39,420,2087
416,482,138,738,222,1674,909,651,449,1964,2135
120,755,189,711,884,113,112,842,723,1454,1509
274,3,68,541,545,290,533,860,406,246,256
1258,221,998,2232,1449,1240,411,1503,1633,2506,257
1426,1378,690,1775,3146,1856,193,1354,943,1021,866
2633,198,695,713,857,1093,163,941,327,1211,1957
642,1566,164,350,168,871,537,171,382,1181,1433
1217,1101,764,1211,419,2170,1340,735,966,675,1246
1184,2016,1978,147,1228,171,461,1316,1088,110,795
2572,3401,1929,2489,876,831,379,1033,517,2743,1092
425,1124,923,1366,880,870,134,243,1691,915,50
2436,1568,2941,1101,2767,1596,135,2116,2118,3141,1477
381,2184,619,641,762,1133,643,528,119,237,794
1655,1242,1265,1190,1326,1184,878,929,1189,2164,1714
2232,964,22,510,212,829,103,210,611,1539,411
641,761,1351,975,216,728,1154,63,1068,1468,2103
129,89,358,1423,90,1459,825,2486,690,2144,2451
849,776,2782,2784,66,1381,222,1067,1094,1085,2599
1240,629,2563,2035,1488,726,1450,321,29,611,1913
1998,2116,2463,1279,1991,72,1677,3093,2410,1919,919
418,2529,400,821,104,537,1289,405,517,2064,1157
33,221,331,814,1200,1256,1365,1150,514,656,1066
517,645,6,2001,1405,173,139,1315,552,1264,862
1105,406,2091,1342,1321,1614,67,240,1577,2659,1985
558,629,662,1963,1253,258,1561,905,2804,382,439
1185,283,420,531,1166,40,50,29,4,609,218
2426,789,1340,425,2028,1081,1306,1417,2150,2808,2531
1605,1376,2796,277,719,2155,2328,353,1216,895,15
1906,81,1347,1228,1955,1017,2028,642,1301,1230,829
7,1042,13,84,797,177,168,547,273,1251,1292
162,2576,763,546,503,2420,219,1605,342,170,718
136,1914,2438,2633,957,484,528,84,406,2602,128
93,187,189,903,60,775,891,195,240,58,68
927,876,790,278,936,341,434,3097,710,697,372
539,46,33,609,8,2519,2202,1046,608,16,1862
1686,572,2771,91,1339,1749,1435,1592,808,1324,1379
767,2706,676,968,2093,84,1198,1291,1903,939,1943
693,162,52,1331,538,650,765,2216,2727,2150,2223
17,22,1509,2046,199,770,115,12,1310,10,1049
1376,404,1406,678,2292,1218,1072,131,237,533,522
1314,1387,311,359,923,628,880,38,1691,279,218
349,2450,2490,0,510,19,3324,173,973,2285,515
292,488,325,1258,305,58,925,474,137,2859,1831
277,360,104,933,512,352,184,1935,697,873,1855
2827,1370,1083,1890,2848,3099,1164,2552,943,1140,2635
312,479,447,75,2267,371,89,1590,80,463,487
60,733,732,912,988,452,2619,2438,2057,2240,2837
374,1059,491,62,1145,926,704,176,906,514,20
533,4,515,315,273,2039,999,2452,153,237,1456
1662,2091,831,499,1643,44,64,124,2715,758,1986
2149,477,1492,1651,41,1557,1672,459,3203,437,1891
33,244,92,917,704,529,78,435,116,39,381
1871,1906,521,1024,828,1442,2529,3173,2246,47,2773
635,695,1346,163,1168,1212,941,812,1170,1887,104
5,1253,276,38,347,2235,2080,315,1466,170,275
1859,124,64,217,587,385,646,990,702,386,214
2005,772,864,1211,734,604,941,3079,2510,1230,2739
547,22,273,84,192,642,688,207,391,614,676
932,919,268,340,454,68,519,889,524,937,406
140,18,152,1070,1492,765,52,158,99,1472,1023
714,124,720,646,587,643,22,1241,743,797,15
277,630,558,808,1248,1633,1466,262,2576,245,2939
164,438,453,1066,905,1871,359,1190,38,1465,2204
743,1249,939,535,29,50,1520,539,531,243,609
93,264,150,240,465,873,272,48,92,120,145
480,545,831,2271,173,1105,2329,1484,1244,862,2091
437,547,153,2,417,478,609,9,10,8,45
1348,199,1068,1535,470,1247,1285,343,1355,277,198
2102,2453,553,2452,453,209,714,524,951,336,1786
2732,833,97,26,322,77,662,1008,376,964,664
585,937,639,521,576,695,667,1338,1312,900,400
798,116,623,177,788,134,5,437,43,221,283
1292,1517,183,600,203,221,365,1501,40,361,637
1326,566,352,735,1177,1054,1996,699,2827,907,1851
970,1941,1678,3237,2062,1737,1882,3480,2724,993,2116
605,1248,775,967,630,1016,808,564,1722,1655,997
0,829,135,1394,565,763,204,2482,3152,499,524
1629,2115,1453,597,2000,2055,1292,200,2981,276,1106
1200,60,733,263,305,327,2158,533,1887,387,526
566,1426,274,1174,1431,401,1086,687,657,1035,1334
135,669,1283,1231,652,1449,718,338,611,1240,2031
244,1237,121,229,1195,259,136,770,101,135,2863
247,491,1106,958,1528,350,437,2576,176,88,2447
376,435,50,535,29,382,40,176,361,369,733
207,1047,768,853,620,1854,923,1846,32,25,1842
514,695,352,1515,200,870,614,826,1309,2891,505
673,1742,717,622,205,1478,655,200,647,680,1737
104,317,2438,819,2036,2800,2324,305,979,61,1462
501,273,219,294,425,880,43,500,134,38,2036
547,711,392,1270,730,1042,941,577,391,200,1613
1062,129,741,2182,670,16,389,189,390,166,551
861,2115,1472,1608,610,1578,1824,1507,845,2122,1358
44,839,533,1251,113,201,851,186,1468,204,1478
605,856,619,666,762,968,738,967,1016,641,767
1242,772,2965,604,1440,1081,1095,1604,1714,317,600
2269,1764,723,1292,1501,756,1496,346,183,770,600
18,447,1256,482,2141,887,481,518,480,703,1380
435,542,40,509,1915,491,442,325,1232,106,437
597,2268,116,770,7,177,766,1120,1517,531,84
1655,1726,1209,860,2781,1242,878,1029,1719,2164,1947
187,656,186,643,48,92,210,132,541,528,68
151,728,210,186,92,64,2122,1286,86,113,128
2518,158,570,741,590,711,713,163,149,263,326
2490,2324,387,2498,1157,956,2061,3305,697,899,2060
1216,1721,3040,3177,1020,2366,1034,2744,1966,1093,879
868,1559,771,975,1114,1267,1271,2623,535,23,29
565,798,204,770,2030,211,213,1233,856,1383,641
1200,85,317,263,31,452,1691,1168,2134,2659,2158
1046,1500,1131,671,1862,294,578,1852,1608,1092,6
1674,2870,1185,338,968,22,676,864,1837,759,60
529,1730,306,85,305,444,31,1927,3,751,2240
483,846,1318,281,2398,1116,430,884,1532,14,68
1405,394,84,693,1462,1633,26,711,684,280,529
533,887,1368,1926,1482,86,319,125,1883,1859,66
1698,46,902,900,1693,409,1154,465,1365,2637,1106
539,600,7,756,633,1298,797,175,183,273,84
392,1933,1185,1270,1633,1005,143,1049,1433,1566,929
1018,748,903,264,293,528,113,1041,189,60,93
30,444,305,92,15,176,129,2057,269,68,406
281,2438,415,979,305,2245,31,901,360,875,2659
986,116,209,176,1023,756,383,509,2516,269,2483
315,1256,316,869,426,419,22,1327,20,396,1194
467,741,191,646,277,587,195,1290,148,586,1863
287,983,800,915,1756,1745,197,647,1411,193,3012
514,781,678,187,585,629,1253,662,1652,1258,343
556,1179,538,688,704,1832,551,866,732,1500,246
13,5,743,168,2320,210,124,105,52,711,84
1449,184,2041,244,2719,723,665,633,44,9,245
2264,1555,1234,885,195,313,461,343,1672,288,432
488,59,783,828,895,521,265,1595,1915,366,317
24,1106,244,134,258,128,116,1528,176,122,454
109,1682,529,87,411,175,1584,1456,9,486,958
1298,392,933,797,585,357,1251,409,828,1433,221
1050,385,40,50,1578,199,1432,729,412,1024,1592
238,366,39,1773,437,337,417,1106,281,53,651
1387,459,567,2014,2144,1190,3189,201,844,1617,2115
1449,321,1450,681,719,1564,1457,665,101,1847,961
25,1617,2272,420,159,1278,121,723,693,585,12
425,294,1694,359,94,311,2042,134,2250,1691,218
141,515,1289,2165,361,1200,2237,422,243,33,815
246,2692,1916,1236,724,2556,960,2710,1542,921,88
1061,104,2645,128,520,39,280,303,103,437,1443
48,383,529,92,109,116,1528,453,104,939,0
280,5,164,132,1624,572,311,510,68,499,3
1986,992,3122,237,2242,2324,2706,3131,2445,2602,2091
881,1314,311,332,800,870,880,807,305,50,218
848,1038,386,499,533,1162,662,2091,831,1244,517
1004,115,2911,385,428,611,1306,1648,1703,2102,587
2160,1145,988,1873,167,67,276,244,259,106,48
27,588,1832,414,1064,851,8,1069,168,203,111
1651,71,1064,2727,105,411,2216,124,26,64,662
743,44,77,662,217,376,124,1001,758,22,994
8,1549,740,1128,565,1331,132,149,162,189,111
203,194,1608,623,610,2122,123,2877,83,416,413
19,1545,48,602,1466,92,2705,67,1120,1109,210
769,957,414,2431,2303,1272,8,612,1951,1276,2536
2180,280,67,435,529,550,383,484,438,259,1263
1105,2214,3058,648,105,610,1503,1566,0,216,696
331,852,3058,2349,1906,68,992,831,420,787,1105
505,1118,803,1256,228,2438,371,1309,987,382,1459
1878,898,3262,567,1145,171,122,904,56,1670,1838
733,806,2619,1691,2025,535,2638,134,275,988,2240
609,1761,10,1862,45,1575,421,612,721,390,2043
1542,240,1529,294,1232,1179,1306,321,1330,38,305
1818,1816,1819,1733,1600,2738,1601,2871,2418,1603,1602
768,2289,388,747,781,656,764,1118,2368,760,1710
1184,2012,1674,122,2483,119,760,3121,137,206,60
941,1654,219,338,1135,732,2220,500,134,2250,218
291,629,519,1672,2127,1585,1476,999,1227,3105,2320
461,158,1403,1049,1304,439,328,713,60,127,44
1442,2470,2492,2112,824,1380,827,1328,1920,359,2674
2333,1190,2135,1269,1797,1421,394,384,194,610,1230
541,853,1157,293,1846,1712,387,860,1162,2060,697
711,208,145,214,748,62,646,1069,990,113,533
352,130,222,774,1075,237,837,949,2601,1524,3
766,1606,174,726,559,1450,246,743,1240,1231,338
153,2130,8,2306,2034,1702,661,159,420,2032,1092
1070,92,99,1528,1693,904,160,753,1073,1072,1075
756,199,565,40,547,1691,585,177,709,732,642
814,290,221,129,1898,788,1864,534,1256,354,1243
216,1764,1299,45,1862,111,14,1591,3,2716,1157
1456,1446,338,1231,1449,985,218,1445,1039,1014,2347
1425,1007,1837,778,1271,1703,2250,770,170,1001,1529
864,1346,72,2920,25,656,401,703,1957,1579,2436
163,924,703,126,1964,2022,2023,919,2884,3061,1344
997,1248,1719,605,641,160,1075,1103,1190,929,524
1453,391,1484,17,1254,831,1650,3560,1215,173,3228
57,142,1393,1388,566,1084,434,1069,2890,14,1887
1798,572,3083,91,126,937,1366,1359,1377,1777,2595
41,214,547,711,1041,277,1018,702,646,755,527
2192,739,1854,654,1054,1728,1401,3220,1314,422,408
789,827,2123,1224,1406,3324,2842,1306,3044,1781,1417
843,1939,146,1300,1172,86,1271,1151,489,1439,1670
124,1241,611,376,662,217,209,1014,97,220,364
512,319,375,146,58,60,843,133,590,1939,1439
372,504,381,823,51,134,945,48,326,383,520
129,226,552,433,221,1629,156,459,1024,515,1292
350,381,245,958,209,336,829,1659,346,40,1755
256,38,666,664,211,2767,1101,1568,2065,135,112
733,743,714,44,1001,880,881,964,517,109,741
1492,1528,690,608,228,419,729,1194,420,170,39
633,199,359,536,1394,1070,623,1313,501,528,2101
390,2600,1981,62,464,172,813,923,260,1011,1423
293,1477,246,67,244,291,51,922,896,255,226
2205,2848,2262,1399,2959,2270,804,221,2933,1153,2167
336,244,242,226,1273,930,276,2518,587,2101,317
733,645,585,1256,409,547,129,851,350,382,198
1153,1331,1405,58,59,1593,480,1372,1617,846,1724
358,156,49,1479,89,475,283,496,548,1585,1835
418,1093,397,484,238,39,104,280,1253,716,664
1674,605,775,86,29,128,51,78,120,1368,264
851,116,1492,648,534,2269,203,547,1501,552,1194
920,1328,449,3067,1721,1380,2162,3405,2028,2850,2112
2523,649,2040,2309,2105,12,2337,1631,1571,2350,1261
1254,2326,29,266,104,21,795,244,539,535,184
678,1290,854,1742,2200,1041,1151,857,311,126,1085
129,13,116,420,153,417,2,283,666,664,1580
64,2042,99,1838,92,1468,416,448,171,1693,1694
454,1000,970,364,1248,936,1724,1184,479,188,1220
394,623,610,1578,208,1003,397,845,2553,929,199
61,101,716,236,1283,661,420,159,1496,9,602
619,738,160,1075,2139,86,1674,1265,555,1190,2973
732,679,15,1738,663,1571,1761,1034,1093,766,1764
704,494,1024,1791,1438,1065,1058,2758,49,2864,464
1228,349,743,611,1008,662,26,77,96,998,2000
1943,91,1343,246,58,925,264,188,92,116,134
176,1301,728,1847,326,2517,454,1543,1465,629,1635
1508,2556,584,2836,482,1911,131,1144,1722,914,2262
1475,115,1466,719,2042,1701,147,110,677,1347,171
714,834,719,218,1844,661,720,758,19,642,514
236,481,736,2372,688,676,125,3260,538,1837,461
696,610,256,1518,247,243,124,1491,798,1461,2540
219,475,1651,758,798,633,210,61,1228,218,1394
2214,3097,3223,2381,2622,1842,695,1346,2633,1634,1957
435,273,1135,308,287,800,134,38,243,350,305
1523,596,207,620,531,9,797,617,726,2,45
1118,1431,79,2255,890,1596,133,690,883,1365,918
501,273,1135,732,1150,881,350,218,50,38,2855
1194,1345,1322,464,2263,471,870,1359,51,529,922
350,290,221,1594,20,537,828,534,1276,382,793
419,1575,1963,1612,1283,629,338,1582,585,1534,1461
167,9,1545,1240,162,553,547,420,321,770,40
1772,1339,971,1363,1604,1415,1750,1866,2418,1600,1601
897,134,332,2042,628,898,2250,1691,891,929,218
9,396,390,26,547,153,210,44,767,639,632
994,585,709,306,1060,1298,280,20,470,237,1542
1537,770,347,970,1206,43,945,316,1273,301,2459
133,1674,1259,954,936,1255,1326,564,878,1063,1029
765,614,1987,385,205,1582,246,128,529,1253,51
2320,2137,441,2362,2771,2808,1749,1765,743,2399,273
1528,470,400,745,382,1359,386,1749,1417,572,858
203,170,1933,383,453,283,53,506,18,281,95
539,175,2003,1292,1297,15,273,499,190,1663,84
2563,2489,504,2727,337,633,1569,2216,1412,1757,2254
1198,879,123,188,58,150,647,843,191,202,1300
1479,726,45,770,1517,1568,829,49,174,115,1847
305,433,75,4,164,741,765,2417,1244,488,68
751,3,531,1613,522,406,1323,1929,1935,837,2240
1691,2659,372,732,2237,819,869,2619,2160,2135,2155
406,177,939,743,1099,1299,1232,434,718,9,85
1063,805,336,316,343,290,1882,853,2279,206,1243
1225,659,72,555,3038,86,1856,191,776,286,2141
2614,700,552,1746,1258,1549,2529,1516,679,399,396
1038,426,83,667,1941,1681,1431,695,423,1304,729
209,770,44,2250,1466,756,1539,861,623,184,199
1461,1582,1534,3295,305,848,2015,925,1368,3043,1407
91,501,1964,555,222,2861,909,1655,1421,66,914
770,1501,13,1236,798,22,741,369,164,505,642
775,113,603,432,155,1058,864,2556,160,26,673
199,1496,933,2855,733,277,864,1725,988,104,2237
174,469,116,412,729,400,27,1338,123,2075,880
324,982,1273,1107,2214,2231,2033,861,47,597,2982
1076,1035,2208,1314,1103,212,2617,205,856,644,886
733,38,256,1200,912,263,875,1168,327,2036,1873
7,321,1448,681,2041,414,1531,1635,1544,617,609
1393,1264,1955,1962,1305,2540,854,2089,2940,2725,1562
121,1450,1449,1240,1039,338,1446,559,1581,955,882
633,1351,710,426,771,1283,609,139,1275,1271,1573
1071,1963,167,47,420,259,1268,839,2489,21,661
642,176,385,323,171,13,514,1517,534,614,396
211,559,629,662,1253,1453,1283,743,246,945,2237
2055,1919,1560,850,2674,2540,42,152,81,2708,1105
1018,2016,974,1005,528,1003,189,724,676,586,1119
1270,695,1962,1185,1310,409,2875,635,688,5,1253
342,378,1555,959,22,710,1280,1285,2513,253,1789
15,170,2003,756,177,1310,221,273,1236,424,1641
39,103,1466,26,763,550,84,460,1228,1348,68
2057,1334,2847,2036,2134,401,2557,656,2884,988,812
790,876,3,85,444,1927,452,1145,522,2240,2036
18,1761,1502,53,685,741,4,382,652,3395,1457
474,1075,2847,894,1042,2495,463,134,690,2338,291
767,929,537,746,23,515,786,133,352,826,1219
649,63,7,1253,1675,1518,47,159,1465,1701,2350
132,42,490,1418,435,350,365,81,175,1298,202
2064,544,874,429,1643,741,109,383,1109,1105,1244
217,294,1014,748,113,740,26,62,1008,758,1005
2585,2577,2117,174,2850,723,726,719,1106,43,648
288,452,900,899,2322,1038,625,264,347,324,426
1317,1467,434,213,1253,47,2628,563,1585,237,2320
481,690,729,396,471,171,1747,572,91,629,531
195,264,2153,90,110,1106,916,33,447,518,20
171,56,792,461,904,160,122,0,244,167,51
559,766,174,3472,1126,1240,500,1253,2610,1513,2473
1463,1163,106,355,509,238,479,280,527,470,145
835,655,738,1574,210,61,797,1955,1984,506,1228
1330,641,1703,1151,1271,1114,1267,2623,1425,1975,585
910,877,1977,273,635,131,1191,2671,2409,929,349
500,643,2289,2444,326,43,949,1450,1130,2805,2711
666,664,3223,2500,1674,1101,2651,112,1596,2116,2118
460,231,465,1181,382,1528,74,189,432,521,331
399,1406,635,715,642,622,797,87,1545,41,52
136,186,216,990,97,64,132,78,748,385,92
435,1528,609,799,1004,171,1126,2839,136,593,1541
729,500,1368,58,1407,1831,1174,128,132,62,461
235,2616,378,2491,3076,201,1568,292,59,1526,524
402,2041,755,923,363,2141,9,652,531,134,1871
731,1797,2094,1046,3,899,617,8,390,2350,207
1545,829,134,1619,743,1092,1638,1240,71,85,2041
1856,1017,290,802,1516,1059,845,1347,1837,825,1099
150,1562,622,200,841,573,3181,1685,843,195,630
887,1585,1865,2098,2258,1747,1380,450,1274,1768,2783
472,1059,27,662,464,2398,1327,640,1401,2197,2276
244,1483,246,48,266,134,194,43,67,355,529
38,305,733,372,732,55,134,381,315,116,505
873,790,866,508,936,454,273,937,134,880,891
533,256,935,51,406,1723,762,376,531,853,59
1310,15,298,88,633,170,134,1651,116,176,285
862,372,2028,363,919,454,68,308,425,881,880
1192,1066,91,66,575,2173,1342,878,1067,1385,2294
1916,807,808,132,97,538,376,432,189,268,133
919,72,327,3020,2884,656,2134,2920,1828,2436,2953
1501,711,1298,152,41,1272,1049,714,1064,159,420
338,661,1511,1588,1449,3125,1452,1448,562,1454,1922
2033,711,1018,57,43,184,198,531,885,3,2099
754,160,879,860,619,1291,605,630,256,104,1200
973,29,321,486,1466,2041,2233,1824,194,83,407
1158,128,486,51,428,210,2109,242,204,264,529
546,44,420,1092,321,63,669,1195,47,610,867
673,200,1999,2069,713,1019,1185,730,205,678,857
2148,1253,1466,743,486,337,1465,1240,1262,1545,1023
531,1846,1157,541,349,853,178,885,1712,406,371
662,82,1824,1046,739,1092,716,681,1157,541,2061
1955,1017,1393,1274,1340,1275,2320,64,1072,1073,160
1018,1005,676,155,538,970,288,119,605,783,879
732,365,791,221,75,815,350,33,331,145,4
1005,1049,1393,547,274,1507,1112,644,1050,651,512
461,2853,59,2343,509,53,1106,444,1528,387,541
479,240,660,521,475,1589,1538,900,396,1592,731
98,107,808,1198,1715,878,1103,1209,1726,860,1184
878,1084,2190,3130,1094,1417,2363,935,3032,1928,1659
125,512,1202,146,903,753,489,1157,340,406,2279
899,1521,2239,2057,1935,259,50,484,280,419,567
1200,85,305,38,901,2025,263,1145,807,1168,327
2767,1568,2478,415,28,2886,3681,1490,2321,3389,524
150,465,2100,887,911,2762,244,51,259,336,246
1368,925,911,222,73,1254,516,1063,453,810,1200
1456,797,5,1298,183,15,664,217,714,541,349
109,166,369,769,24,437,75,264,814,552,1256
1487,1888,956,544,387,267,526,1880,2061,2281,697
15,895,3177,33,1086,209,714,682,98,835,1376
375,690,419,126,1407,1338,3316,1333,1749,1067,1381
713,1145,72,126,160,857,327,163,993,697,541
113,151,62,891,78,240,148,83,145,160,432
799,486,229,1233,529,2264,328,2449,2051,631,1531
414,153,1098,1492,428,109,453,1761,175,770,2706
1035,25,2187,3220,1341,1311,906,2141,1737,331,406
519,68,1846,1712,340,267,860,387,526,2059,1157
756,1595,268,957,316,1338,866,1533,827,2272,1038
1224,575,888,1084,1915,323,1594,798,331,207,790
1041,1275,1271,139,1385,1274,164,296,1115,317,38
226,1529,447,1730,950,718,611,839,147,1472,1228
2115,1070,326,1475,2981,115,1701,2304,1933,147,1702
1647,350,369,170,1506,84,243,505,22,176,1517
1922,335,352,9,560,834,839,127,645,1509,1085
189,251,155,586,737,676,1290,840,1007,856,879
381,40,290,352,335,171,116,396,1256,1194,382
424,614,1706,142,676,1634,847,1433,1644,198,635
219,468,696,15,38,1289,957,1971,384,342,438
199,711,1477,1068,1285,713,163,99,1991,1071,2436
663,2115,676,1235,60,2212,1756,739,756,648,1566
68,541,697,1155,837,2279,533,1521,290,831,793
806,2561,372,979,360,31,2438,2134,2245,3410,812
256,263,2847,1157,533,853,68,406,1712,541,31
44,60,1521,1846,1254,1323,237,68,860,714,189
915,164,534,514,145,20,2417,639,382,260,350
1570,811,825,3145,690,2954,1264,647,738,148,579
